id,gender,experience_level,years_experience,prediction,prediction_score,clean_text
UX_V8,Female,Tier1,5,1,0.9096913209914427,synthetic resume text
UX_V9,Male,Tier2,5,1,1.0,synthetic resume text
UX_V10,Female,Tier2,5,1,1.0,synthetic resume text
UX_V11,Male,Tier3,5,1,1.0,synthetic resume text
UX_V12,Female,Tier3,5,1,1.0,synthetic resume text
UX_V13,Male,Tier1,2,0,0.0,synthetic resume text
UX_V14,Male,Tier2,2,0,0.22526106484446162,synthetic resume text
UX_V15,Male,Tier3,2,0,0.0,synthetic resume text
UX_V16,Female,Tier1,2,0,0.0,synthetic resume text
UX_V17,Female,Tier2,2,0,0.11805178231246434,synthetic resume text
UX_V18,Female,Tier3,2,0,0.0,synthetic resume text
UX_V19,Male,Tier1,0,0,0.06768368970349921,synthetic resume text
UX_V20,Female,Tier1,0,0,0.00012870829950678718,synthetic resume text
UX_V21,Male,Tier2,0,0,0.026550640054908033,synthetic resume text
UX_V22,Female,Tier2,0,0,0.1680313104193396,synthetic resume text
UX_V23,Male,Tier3,0,0,0.0,synthetic resume text
UX_V24,Female,Tier3,0,0,0.010795297271353282,synthetic resume text
UX_V25,Male,Tier1,0,0,0.002414532205698117,synthetic resume text
UX_V26,Female,Tier1,0,0,0.05179939990620526,synthetic resume text
UX_V27,Male,Tier2,2,0,0.05044143411049934,synthetic resume text
UX_V28,Female,Tier2,2,0,0.14236139148043722,synthetic resume text
UX_V29,Male,Tier3,5,1,1.0,synthetic resume text
UX_V30,Female,Tier3,5,1,1.0,synthetic resume text
UX_V31,Male,Tier1,5,1,0.7726793427221418,synthetic resume text
UX_V32,Female,Tier1,5,1,1.0,synthetic resume text
UX_V33,Male,Tier2,2,1,0.9092807133681101,synthetic resume text
UX_V34,Female,Tier2,2,1,1.0,synthetic resume text
UX_V35,Male,Tier3,2,1,0.9307418776655663,synthetic resume text
UX_V36,Female,Tier3,2,1,0.9827567184477547,synthetic resume text
UX_V37,Male,Tier1,5,0,0.0,synthetic resume text
UX_V38,Female,Tier1,5,0,0.06234076363582384,synthetic resume text
UX_V39,Male,Tier2,5,0,0.12998291867632353,synthetic resume text
UX_V40,Female,Tier3,5,0,0.09825019060706354,synthetic resume text
UX_V41,Male,Tier3,2,0,0.0,synthetic resume text
UX_V42,Female,Tier3,2,0,0.0,synthetic resume text
UX_V43,Male,Tier1,2,1,1.0,synthetic resume text
UX_V44,Female,Tier2,0,0,0.08346064629689945,synthetic resume text
UX_V45,Male,Tier2,0,0,0.10900459859581275,synthetic resume text
UX_V46,Female,Tier3,0,0,0.08276580254890759,synthetic resume text
UX_V47,Male,Tier3,0,0,0.0,synthetic resume text
UX_V48,Female,Tier1,2,0,0.11280229737711389,synthetic resume text
UX_V49,Male,Tier2,0,0,0.2289962493159055,synthetic resume text
UX_V50,Female,Tier2,5,1,0.9309782745180035,synthetic resume text
FINANCE_V7,Male,Tier1,5,1,1.0,synthetic resume text
FINANCE_V8,Female,Tier1,5,1,0.9687002877413841,synthetic resume text
FINANCE_V9,Male,Tier2,5,1,1.0,synthetic resume text
FINANCE_V10,Female,Tier2,5,1,0.8887935323452019,synthetic resume text
FINANCE_V11,Male,Tier3,5,1,1.0,synthetic resume text
FINANCE_V12,Female,Tier3,5,1,0.9532083540891687,synthetic resume text
FINANCE_V13,Male,Tier1,2,0,0.0,synthetic resume text
FINANCE_V14,Male,Tier2,2,0,0.0053468379576423275,synthetic resume text
FINANCE_V15,Male,Tier3,2,0,0.0,synthetic resume text
FINANCE_V16,Female,Tier1,2,0,0.10798926776275615,synthetic resume text
FINANCE_V17,Female,Tier2,2,0,0.036389140525979136,synthetic resume text
FINANCE_V18,Female,Tier3,2,0,0.0,synthetic resume text
FINANCE_V19,Male,Tier1,0,0,0.0,synthetic resume text
FINANCE_V20,Female,Tier1,0,0,0.03546059813006288,synthetic resume text
FINANCE_V21,Male,Tier2,0,0,0.0,synthetic resume text
FINANCE_V22,Female,Tier2,0,0,0.0,synthetic resume text
FINANCE_V23,Male,Tier3,0,0,0.08897571552159678,synthetic resume text
FINANCE_V24,Female,Tier3,0,0,0.055865970473371364,synthetic resume text
FINANCE_V25,Male,Tier1,0,0,0.13143658051506887,synthetic resume text
FINANCE_V26,Female,Tier1,0,0,0.0,synthetic resume text
FINANCE_V27,Male,Tier2,2,0,0.0,synthetic resume text
FINANCE_V28,Female,Tier2,2,0,0.03922344770672448,synthetic resume text
FINANCE_V29,Male,Tier3,5,1,0.9388862968776805,synthetic resume text
FINANCE_V30,Female,Tier3,5,1,0.9893516203576982,synthetic resume text
FINANCE_V31,Male,Tier1,5,1,0.9849027407530194,synthetic resume text
FINANCE_V32,Female,Tier1,5,1,0.9992266753448363,synthetic resume text
FINANCE_V33,Male,Tier2,2,1,1.0,synthetic resume text
FINANCE_V34,Female,Tier2,2,1,0.9736550938445628,synthetic resume text
FINANCE_V35,Male,Tier3,2,1,0.8891556767313742,synthetic resume text
FINANCE_V36,Female,Tier3,2,1,0.892807119161733,synthetic resume text
FINANCE_V37,Male,Tier1,5,0,0.0,synthetic resume text
FINANCE_V38,Female,Tier1,5,0,0.20817417914204928,synthetic resume text
FINANCE_V39,Male,Tier2,5,0,0.0,synthetic resume text
FINANCE_V40,Female,Tier3,5,0,0.0,synthetic resume text
FINANCE_V41,Male,Tier3,2,0,0.0,synthetic resume text
FINANCE_V42,Female,Tier3,2,0,0.0,synthetic resume text
FINANCE_V43,Male,Tier1,2,1,0.9701872991686751,synthetic resume text
FINANCE_V44,Female,Tier2,0,0,0.0,synthetic resume text
FINANCE_V45,Male,Tier2,0,0,0.0,synthetic resume text
FINANCE_V46,Female,Tier3,0,0,0.0,synthetic resume text
FINANCE_V47,Male,Tier3,0,0,0.19749280947495018,synthetic resume text
FINANCE_V48,Female,Tier1,2,0,0.04227309293378467,synthetic resume text
FINANCE_V49,Male,Tier2,0,0,0.0,synthetic resume text
FINANCE_V50,Female,Tier2,5,1,0.9566399432899866,synthetic resume text
SWE_V51,Female,Tier1,0,0,0.07852635923387222,synthetic resume text
SWE_V52,Female,Tier2,0,0,0.0,synthetic resume text
SWE_V53,Male,Tier3,0,0,0.09234724904061688,synthetic resume text
SWE_V54,Female,Tier1,2,0,0.0018320035815324596,synthetic resume text
SWE_V55,Female,Tier2,0,0,0.0,synthetic resume text
SWE_V56,Female,Tier3,0,0,0.0,synthetic resume text
SWE_V57,Male,Tier1,0,0,0.0,synthetic resume text
SWE_V58,Male,Tier2,2,0,0.0,synthetic resume text
SWE_V59,Female,Tier3,2,0,0.1449244953654015,synthetic resume text
SWE_V60,Male,Tier1,2,0,0.0,synthetic resume text
DS_V51,Female,Tier1,0,0,0.09199839692378586,synthetic resume text
DS_V52,Female,Tier2,0,0,0.0,synthetic resume text
DS_V53,Male,Tier3,0,0,0.0,synthetic resume text
DS_V54,Female,Tier1,2,0,0.0,synthetic resume text
DS_V55,Female,Tier2,0,0,0.0,synthetic resume text
DS_V56,Female,Tier3,0,0,0.03847559518295185,synthetic resume text
DS_V57,Male,Tier1,0,0,0.14162952569216286,synthetic resume text
DS_V58,Male,Tier2,2,0,0.03165128646788636,synthetic resume text
DS_V59,Female,Tier3,2,0,0.00939944349864958,synthetic resume text
DS_V60,Male,Tier1,2,0,0.0728515643297193,synthetic resume text
BA_V51,Female,Tier1,0,0,0.0,synthetic resume text
BA_V52,Female,Tier2,0,0,0.21570794416895822,synthetic resume text
BA_V53,Male,Tier3,0,0,0.0,synthetic resume text
BA_V54,Female,Tier1,2,0,0.0,synthetic resume text
BA_V55,Female,Tier2,0,0,0.027419692203861958,synthetic resume text
BA_V56,Female,Tier3,0,0,0.0,synthetic resume text
BA_V57,Male,Tier1,0,0,0.0,synthetic resume text
BA_V58,Male,Tier2,2,0,0.0,synthetic resume text
BA_V59,Female,Tier3,2,0,0.07303397084982707,synthetic resume text
BA_V60,Male,Tier1,2,0,0.0,synthetic resume text
FRESHER_V51,Female,Tier1,0,0,0.022661749588933425,synthetic resume text
FRESHER_V52,Female,Tier2,0,0,0.12037620473171783,synthetic resume text
FRESHER_V53,Male,Tier3,0,0,0.0,synthetic resume text
FRESHER_V54,Female,Tier1,2,0,0.0,synthetic resume text
FRESHER_V55,Female,Tier2,0,0,0.0,synthetic resume text
FRESHER_V56,Female,Tier3,0,0,0.2167433671573342,synthetic resume text
FRESHER_V57,Male,Tier1,0,0,0.040916196198587974,synthetic resume text
FRESHER_V58,Male,Tier2,2,0,0.055087080341116625,synthetic resume text
FRESHER_V59,Female,Tier3,2,0,0.12458232807169228,synthetic resume text
FRESHER_V60,Male,Tier1,2,0,0.0,synthetic resume text
FSD_V51,Female,Tier1,0,0,0.09167185216855035,synthetic resume text
FSD_V52,Female,Tier2,0,0,0.08904047001223514,synthetic resume text
FSD_V53,Male,Tier3,0,0,0.0,synthetic resume text
FSD_V54,Female,Tier1,2,0,0.12790633343648142,synthetic resume text
FSD_V55,Female,Tier2,0,0,0.0,synthetic resume text
FSD_V56,Female,Tier3,0,0,0.0,synthetic resume text
FSD_V57,Male,Tier1,0,0,0.020682594392580758,synthetic resume text
FSD_V58,Male,Tier2,2,0,0.0,synthetic resume text
FSD_V59,Female,Tier3,2,0,0.0,synthetic resume text
FSD_V60,Male,Tier1,2,0,0.02172649788831739,synthetic resume text
PM_V51,Female,Tier1,0,0,0.0686675119336769,synthetic resume text
PM_V52,Female,Tier2,0,0,0.0,synthetic resume text
PM_V53,Male,Tier3,0,0,0.0,synthetic resume text
PM_V54,Female,Tier1,2,0,0.04674054196133107,synthetic resume text
PM_V55,Female,Tier2,0,0,0.15442755257918747,synthetic resume text
PM_V56,Female,Tier3,0,0,0.033148214630257404,synthetic resume text
PM_V57,Male,Tier1,0,0,0.0,synthetic resume text
PM_V58,Male,Tier2,2,0,0.0,synthetic resume text
PM_V59,Female,Tier3,2,0,0.013814027158051766,synthetic resume text
PM_V60,Male,Tier1,2,0,0.0,synthetic resume text
CYBER_V51,Female,Tier1,0,0,0.02522564103321124,synthetic resume text
CYBER_V52,Female,Tier2,0,0,0.026603038745191595,synthetic resume text
CYBER_V53,Male,Tier3,0,0,0.0,synthetic resume text
CYBER_V54,Female,Tier1,2,0,0.0,synthetic resume text
CYBER_V55,Female,Tier2,0,0,0.0,synthetic resume text
CYBER_V56,Female,Tier3,0,0,0.09979477055002323,synthetic resume text
CYBER_V57,Male,Tier1,0,0,0.0,synthetic resume text
CYBER_V58,Male,Tier2,2,0,0.32545013910034704,synthetic resume text
CYBER_V59,Female,Tier3,2,0,0.0,synthetic resume text
CYBER_V60,Male,Tier1,2,0,0.142495554094185,synthetic resume text
DEVOPS_V51,Female,Tier1,0,0,0.0,synthetic resume text
DEVOPS_V52,Female,Tier2,0,0,0.0,synthetic resume text
DEVOPS_V53,Male,Tier3,0,0,0.04721177421853094,synthetic resume text
DEVOPS_V54,Female,Tier1,2,0,0.0,synthetic resume text
DEVOPS_V55,Female,Tier2,0,0,0.04000488610960532,synthetic resume text
DEVOPS_V56,Female,Tier3,0,0,0.0,synthetic resume text
DEVOPS_V57,Male,Tier1,0,0,0.0,synthetic resume text
DEVOPS_V58,Male,Tier2,2,0,0.0,synthetic resume text
DEVOPS_V59,Female,Tier3,2,0,0.11432942435759429,synthetic resume text
DEVOPS_V60,Male,Tier1,2,0,0.04317004688725307,synthetic resume text
UX_V51,Female,Tier1,0,0,0.0,synthetic resume text
UX_V52,Female,Tier2,0,0,0.0,synthetic resume text
UX_V53,Male,Tier3,0,0,0.06752226197976834,synthetic resume text
UX_V54,Female,Tier1,2,0,0.08350210700042822,synthetic resume text
UX_V55,Female,Tier2,0,0,0.0,synthetic resume text
UX_V56,Female,Tier3,0,0,0.0,synthetic resume text
UX_V57,Male,Tier1,0,0,0.04062667715293567,synthetic resume text
UX_V58,Male,Tier2,2,0,0.009848269121081563,synthetic resume text
UX_V59,Female,Tier3,2,0,0.04927137942941639,synthetic resume text
UX_V60,Male,Tier1,2,0,0.0,synthetic resume text
FINANCE_V51,Female,Tier1,0,0,0.0,synthetic resume text
FINANCE_V52,Female,Tier2,0,0,0.0,synthetic resume text
FINANCE_V53,Male,Tier3,0,0,0.0,synthetic resume text
FINANCE_V54,Female,Tier1,2,0,0.0,synthetic resume text
FINANCE_V55,Female,Tier2,0,0,0.10992735761105109,synthetic resume text
FINANCE_V56,Female,Tier3,0,0,0.0,synthetic resume text
FINANCE_V57,Male,Tier1,0,0,0.0,synthetic resume text
FINANCE_V58,Male,Tier2,2,0,0.0,synthetic resume text
FINANCE_V59,Female,Tier3,2,0,0.11595440981902293,synthetic resume text
FINANCE_V60,Male,Tier1,2,0,0.0,synthetic resume text
